"Individual"	"Population"	"Type"	"Concrete_Location"	"NS"	"PC1"	"PC2"	"PC3"	"PC4"	"PC5"	"PC6"	"PC7"	"PC8"	"PC9"	"PC10"	"PC11"	"PC12"	"PC13"	"PC14"	"PC15"	"PC16"	"PC17"	"PC18"	"PC19"	"PC20"	"pc1"	"pc2"
"1"	"BEAR-PAW-LAKE-1902.02"	"BEAR-PAW-LAKE"	"Freshwater"	"Alaska"	"North"	3.25134471230255	0.500991198377646	-0.077873563476292	-0.302711144893802	-0.638903038425201	-0.124926046144631	-0.721271403354818	-0.0103727195127955	0	-3.33066907387547e-16	4.16333634234434e-17	-1.2490009027033e-16	-8.67361737988404e-17	-1.73472347597681e-17	-1.66533453693773e-16	-3.12250225675825e-17	-5.55111512312578e-17	-4.16333634234434e-17	4.16333634234434e-17	-1.66533453693773e-16	96.45	1.43
"2"	"BEAR-PAW-LAKE-1902.03"	"BEAR-PAW-LAKE"	"Freshwater"	"Alaska"	"North"	3.1868220930346	0.209522944834942	0.226153915534776	-0.611439027416444	0.221939442657164	-0.763119387949496	0.0483431956910551	0.00702317417602739	9.15933995315754e-16	-5.55111512312578e-16	5.41233724504764e-16	-8.46545056276682e-16	1.90819582357449e-16	-1.83880688453542e-16	-1.66533453693773e-16	-3.12250225675825e-17	-5.55111512312578e-17	-4.16333634234434e-17	4.16333634234434e-17	-1.66533453693773e-16	96.45	1.43
"3"	"BEAR-PAW-LAKE-1902.04"	"BEAR-PAW-LAKE"	"Freshwater"	"Alaska"	"North"	3.36112970145216	0.0478503025950522	0.184357353540577	-0.256064314198312	0.222188584218023	-0.211439185435494	0.172121738891433	-0.00786011296303118	1.66533453693773e-15	-4.44089209850063e-16	4.30211422042248e-16	-1.06858966120171e-15	4.40619762898109e-16	-2.39391839684799e-16	-1.66533453693773e-16	-3.12250225675825e-17	-5.55111512312578e-17	-4.16333634234434e-17	4.16333634234434e-17	-1.66533453693773e-16	96.45	1.43
"4"	"BEAR-PAW-LAKE-1902.06"	"BEAR-PAW-LAKE"	"Freshwater"	"Alaska"	"North"	3.36112970145216	0.0478503025950522	0.184357353540577	-0.256064314198312	0.222188584218023	-0.211439185435494	0.172121738891433	-0.00786011296303118	1.66533453693773e-15	-4.44089209850063e-16	4.30211422042248e-16	-1.06858966120171e-15	4.40619762898109e-16	-2.39391839684799e-16	-1.66533453693773e-16	-3.12250225675825e-17	-5.55111512312578e-17	-4.16333634234434e-17	4.16333634234434e-17	-1.66533453693773e-16	96.45	1.43
"5"	"BOOT-LAKE-2827.01"	"BOOT-LAKE"	"Freshwater"	"Alaska"	"North"	-8.84574881626724	0.274592140451395	0.437286344137801	-0.238531042903108	-0.621887466179826	0.045312354933216	0.33264680538183	0.330582226719688	-4.02455846426619e-15	8.04911692853238e-16	-9.43689570931383e-16	2.56739074444567e-15	-8.95117313604032e-16	-6.52256026967279e-16	2.22044604925031e-16	-1.2490009027033e-16	5.55111512312578e-16	-2.22044604925031e-16	2.22044604925031e-16	5.55111512312578e-16	96.45	1.43
"6"	"BOOT-LAKE-2827.07"	"BOOT-LAKE"	"Freshwater"	"Alaska"	"North"	-9.29690007382056	-0.111572490769364	-0.733701598569677	-0.0399549995581893	-0.256861560084965	-0.118951707543909	0.159463705195116	-0.251366221118705	-4.46864767411626e-15	-8.32667268468867e-17	-4.9960036108132e-16	2.45636844198316e-15	-1.22818422099158e-15	-6.52256026967279e-16	2.22044604925031e-16	-1.2490009027033e-16	5.55111512312578e-16	-2.22044604925031e-16	2.22044604925031e-16	5.55111512312578e-16	96.45	1.43
"7"	"BOOT-LAKE-2827.13"	"BOOT-LAKE"	"Freshwater"	"Alaska"	"North"	-7.98330385961745	-2.10287354123199	0.958078524908713	-0.0696396228206408	0.227500897827317	0.0402232960405672	-0.283077985045254	-0.00398648751050747	-5.41233724504764e-15	-1.94289029309402e-16	-8.32667268468867e-16	1.42941214420489e-15	-2.42861286636753e-16	6.24500451351651e-16	4.44089209850063e-16	-1.52655665885959e-16	3.33066907387547e-16	-1.66533453693773e-16	1.11022302462516e-16	5.55111512312578e-16	96.45	1.43
"8"	"BOOT-LAKE-2827.19"	"BOOT-LAKE"	"Freshwater"	"Alaska"	"North"	-8.61177525996005	1.46366438002742	0.128252077816237	0.267418456117986	0.69394703100763	0.104158705171116	-0.290675380084897	0.122256718984577	-4.24660306919122e-15	1.38777878078145e-16	-1.38777878078145e-15	2.34534613952064e-15	-1.00613961606655e-15	-8.74300631892311e-16	2.22044604925031e-16	-1.2490009027033e-16	5.55111512312578e-16	-2.22044604925031e-16	2.22044604925031e-16	5.55111512312578e-16	96.45	1.43
"9"	"BOOT-LAKE-2827.25"	"BOOT-LAKE"	"Freshwater"	"Alaska"	"North"	-9.06852513586706	0.413506466162896	-0.446383706441039	0.0625028190005357	0.0600746369459	-0.0445815699722339	0.00941734343511183	-0.126825241084278	-4.24660306919122e-15	1.38777878078145e-16	-9.43689570931383e-16	2.45636844198316e-15	-1.22818422099158e-15	-6.52256026967279e-16	2.22044604925031e-16	-1.2490009027033e-16	5.55111512312578e-16	-2.22044604925031e-16	2.22044604925031e-16	5.55111512312578e-16	96.45	1.43
"10"	"BOS-NER-GA-10"	"BOS-NER-GA"	"Freshwater"	"Adriatic_Sea"	"South"	-3.41954677001647	0.880646732259404	-0.0314517873900573	0.708869048638658	-0.770125345829316	-0.356272191981457	0.135316435249871	0.131818877202739	-0.113306065920572	0.366940803975047	0.0180873371057264	-0.0505539086431322	0.398446936956016	0.523630684503659	-0.199864976827179	-0.0475323254913585	-0.343835804594565	0.140730434443853	0.223683218104563	0.261219646433405	96.45	1.43
