"Individual"	"Population"	"Type"	"Concrete_Location"	"NS"	"PC1"	"PC2"	"PC3"	"PC4"	"PC5"	"PC6"	"PC7"	"PC8"	"PC9"	"PC10"	"PC11"	"PC12"	"PC13"	"PC14"	"PC15"	"PC16"	"PC17"	"PC18"	"PC19"	"PC20"	"pc1"	"pc2"
"1"	"BEAR-PAW-LAKE-1902.02"	"BEAR-PAW-LAKE"	"Freshwater"	"Alaska"	"North"	-4.29714463343989	6.59223310693646	0.961087134215141	0.936825808559533	-0.265101635953026	0.0553363666259745	-0.0563249913281262	0.00583912963505209	0.0321840054014141	-0.0524239646225323	-0.0150028455184235	0.000976366422767185	-4.9960036108132e-16	-6.93889390390723e-17	-9.71445146547012e-17	2.77555756156289e-17	-1.60635393875452e-15	4.71844785465692e-16	-2.22044604925031e-16	-2.77555756156289e-16	81.54	7.04
"2"	"BEAR-PAW-LAKE-1902.03"	"BEAR-PAW-LAKE"	"Freshwater"	"Alaska"	"North"	-4.38630649706771	0.700129974623687	-0.581034552488379	-1.43088269932914	2.09011034732327	-1.08651993061696	1.00252175505563	0.0215975200018365	-0.33498801015319	0.188164710752067	0.0716686025663031	-0.000415637084489186	4.16333634234434e-16	-2.73392419813945e-15	8.67361737988404e-16	-6.38378239159465e-16	-7.94503351997378e-16	-5.82867087928207e-16	-1.52655665885959e-16	-2.77555756156289e-16	81.54	7.04
"3"	"BEAR-PAW-LAKE-1902.04"	"BEAR-PAW-LAKE"	"Freshwater"	"Alaska"	"North"	2.52261952946225	0.335844012324998	0.913468171291891	-1.96833517720786	0.331375112864955	1.88664146819693	0.127133661265418	-0.200327580582868	0.271330245312527	0.553893645551849	-0.211738384982728	-0.0178906779073055	-3.7470027081099e-16	-5.55111512312578e-17	-6.93889390390723e-17	-1.2490009027033e-16	-1.76941794549634e-16	2.22044604925031e-16	4.71844785465692e-16	5.55111512312578e-17	81.54	7.04
"4"	"BEAR-PAW-LAKE-1902.06"	"BEAR-PAW-LAKE"	"Freshwater"	"Alaska"	"North"	3.77011670609106	0.0120342182734	0.319845500577354	-1.2922563640243	-0.750219602421265	0.739541974266025	0.890879598231576	0.690819031287208	-0.357461014358093	-0.790990049297458	0.321679558043386	0.0175330234801005	4.02455846426619e-16	-1.2490009027033e-16	-4.64905891561784e-16	-9.29811783123569e-16	-4.33680868994202e-16	5.27355936696949e-16	3.60822483003176e-16	2.77555756156289e-17	81.54	7.04
"5"	"BOOT-LAKE-2827.01"	"BOOT-LAKE"	"Freshwater"	"Alaska"	"North"	-4.35663584102615	-2.17017530166884	4.73675753200708	1.08038413675129	0.275324683032779	-0.256973594991655	0.256427294909001	0.107882953437371	0.0659699531617796	-0.0018626652676908	0.0166921718558743	0.000245331926740953	-3.60822483003176e-16	5.68989300120393e-16	6.93889390390723e-18	-2.77555756156289e-16	-3.22658566531686e-16	-3.05311331771918e-16	-4.02455846426619e-16	3.33066907387547e-16	81.54	7.04
"6"	"BOOT-LAKE-2827.07"	"BOOT-LAKE"	"Freshwater"	"Alaska"	"North"	-5.16969310419925	-0.854979429330328	-0.494095076815529	0.751030067852085	0.196232201317206	0.71542411187006	-0.567880213850334	-0.55242839435955	-1.09627897649225	-0.202702338487604	-0.349170966584328	-0.00531061857279044	-1.58206781009085e-15	1.04083408558608e-15	-4.09394740330526e-16	-5.27355936696949e-16	9.36750677027476e-17	3.05311331771918e-16	1.2490009027033e-16	-2.77555756156289e-16	81.54	7.04
"7"	"BOOT-LAKE-2827.13"	"BOOT-LAKE"	"Freshwater"	"Alaska"	"North"	-5.45477484779315	-0.604894042677754	-0.459025250007525	-0.343792391102209	-1.09637704917241	-0.227032507665699	0.643768531691116	-1.68877247979301	0.221839552857218	-0.0107330908263908	0.239599555053966	0.0605160904327321	-3.60822483003176e-16	-2.91433543964104e-16	8.11850586757146e-16	2.77555756156289e-17	-1.28369537222284e-16	-1.38777878078145e-16	-2.08166817117217e-16	-2.77555756156289e-16	81.54	7.04
"8"	"BOOT-LAKE-2827.19"	"BOOT-LAKE"	"Freshwater"	"Alaska"	"North"	-15.0578624123082	-1.02520986820312	-1.21733597896918	-0.0695029745013335	-0.818675050424256	0.128763411385137	-0.22268535825853	1.05712231464031	0.0657386781458398	0.406950984165951	0.0775420250430915	0.105924969806987	1.66533453693773e-16	1.60982338570648e-15	-1.66533453693773e-16	-1.33226762955019e-15	7.07767178198537e-16	1.11022302462516e-16	1.11022302462516e-15	-8.88178419700125e-16	81.54	7.04
"9"	"BOOT-LAKE-2827.25"	"BOOT-LAKE"	"Freshwater"	"Alaska"	"North"	-5.52550082375135	-0.478215896393049	-0.408888426223374	-0.481911881813463	-0.355967314662372	-0.190414766346727	-0.570544893154062	0.0335777304204997	0.0943388806956872	-0.00990857331299247	0.234066781779585	-0.278699360310567	-2.77555756156289e-17	-6.93889390390723e-17	-1.31838984174237e-16	2.4980018054066e-16	-3.50414142147315e-16	5.27355936696949e-16	-3.19189119579733e-16	-2.77555756156289e-16	81.54	7.04
"10"	"BOS-NER-GA-10"	"BOS-NER-GA"	"Freshwater"	"Adriatic_Sea"	"South"	-6.55096091482433	0.700051645826977	0.505038631793787	1.23556131772565	0.57734782160239	0.345776930522452	0.206383193903308	0.088719721700274	0.0900993194896543	-0.0145881538561193	0.405160085450422	0.0538889463234165	0.39635950029874	0.121858368793017	-0.365494581634463	0.028449331430328	-0.0546285023227881	-0.19826653142813	-0.0511887384601546	-0.0308759958900761	81.54	7.04
