"Individual"	"Population"	"Type"	"Concrete_Location"	"NS"	"PC1"	"PC2"	"PC3"	"PC4"	"PC5"	"PC6"	"PC7"	"PC8"	"PC9"	"PC10"	"PC11"	"PC12"	"PC13"	"PC14"	"PC15"	"PC16"	"PC17"	"PC18"	"PC19"	"PC20"	"pc1"	"pc2"
"1"	"BEAR-PAW-LAKE-1902.02"	"BEAR-PAW-LAKE"	"Freshwater"	"Alaska"	"North"	-1.97742631111643	0.0439042436401306	-0.0920131562268127	-0.0723053565044392	-0.063721673044439	-6.46594456739318e-16	7.29053652135206e-16	-4.80767367297694e-17	-4.67074194455266e-16	2.74429463190052e-16	-7.32243042242398e-17	-2.42861286636753e-17	-2.42861286636753e-17	1.38777878078145e-17	5.55111512312578e-17	-6.93889390390723e-17	-1.38777878078145e-17	-5.55111512312578e-17	2.42861286636753e-17	6.93889390390723e-18	91.81	4.57
"2"	"BEAR-PAW-LAKE-1902.03"	"BEAR-PAW-LAKE"	"Freshwater"	"Alaska"	"North"	-0.320548484753856	-1.4502674404946	0.75899598321575	1.70466693021834	0.152171318139808	2.32325213413298e-15	-6.19802529102182e-17	4.81013923443157e-16	6.02817422416833e-17	4.82596280307268e-16	1.48820300700792e-16	1.97758476261356e-16	-7.97972798949331e-17	-9.71445146547012e-17	-2.77555756156289e-17	1.38777878078145e-17	4.16333634234434e-17	1.11022302462516e-16	-3.46944695195361e-18	-4.85722573273506e-17	91.81	4.57
"3"	"BEAR-PAW-LAKE-1902.04"	"BEAR-PAW-LAKE"	"Freshwater"	"Alaska"	"North"	-7.1110692707028	-0.403747494285105	-1.60448149932699	-0.00348560151629301	0.37878561826777	-1.67287334945497e-15	2.89331751746012e-15	1.01344550983113e-16	-1.65667447319758e-15	9.31003787848717e-16	1.93394562517102e-17	-5.55111512312578e-17	-7.97972798949331e-17	2.4980018054066e-16	-1.38777878078145e-17	-1.11022302462516e-16	-1.38777878078145e-17	5.55111512312578e-17	9.36750677027476e-17	-1.2490009027033e-16	91.81	4.57
"4"	"BEAR-PAW-LAKE-1902.06"	"BEAR-PAW-LAKE"	"Freshwater"	"Alaska"	"North"	-2.50098960928245	0.123149330270231	1.50794813530521	-0.222758889621711	-0.565561674828767	-4.95830052238178e-16	3.89332465223464e-16	-3.25404801382289e-16	-3.31623456139219e-16	7.33376956217668e-16	-1.67021344671392e-16	3.46944695195361e-17	-9.0205620750794e-17	2.77555756156289e-17	1.11022302462516e-16	5.55111512312578e-17	0	-2.22044604925031e-16	6.93889390390723e-17	0	91.81	4.57
"5"	"BOOT-LAKE-2827.01"	"BOOT-LAKE"	"Freshwater"	"Alaska"	"North"	-7.63463256886881	-0.324502407655005	-0.00452020779497153	-0.153939134633565	-0.123054383516558	-1.57762009618509e-15	2.55359633054838e-15	-1.48227938053778e-16	-1.52122373488153e-15	9.45862071026271e-16	-1.89193279098721e-17	1.14491749414469e-16	-2.0122792321331e-16	-8.32667268468867e-17	5.55111512312578e-17	-1.66533453693773e-16	-5.55111512312578e-17	-2.22044604925031e-16	1.38777878078145e-16	-1.66533453693773e-16	91.81	4.57
"6"	"BOOT-LAKE-2827.07"	"BOOT-LAKE"	"Freshwater"	"Alaska"	"North"	-1.97742631111643	0.0439042436401306	-0.0920131562268127	-0.0723053565044392	-0.063721673044439	-6.46594456739318e-16	7.29053652135206e-16	-4.80767367297694e-17	-4.67074194455266e-16	2.74429463190052e-16	-7.32243042242398e-17	-2.42861286636753e-17	-2.42861286636753e-17	1.38777878078145e-17	5.55111512312578e-17	-6.93889390390723e-17	-1.38777878078145e-17	-5.55111512312578e-17	2.42861286636753e-17	6.93889390390723e-18	91.81	4.57
"7"	"BOOT-LAKE-2827.13"	"BOOT-LAKE"	"Freshwater"	"Alaska"	"North"	-5.85609653426716	2.38333979870131	0.582436100894375	0.140371678951549	0.232107160783318	-1.63380865247896e-15	2.40161169735656e-15	-4.48095832657958e-18	-1.19204630022372e-15	1.30236625633806e-15	-5.59990422088763e-17	-2.98372437868011e-16	7.63278329429795e-17	2.77555756156289e-17	1.11022302462516e-16	1.66533453693773e-16	-1.11022302462516e-16	-4.44089209850063e-16	1.52655665885959e-16	-5.55111512312578e-17	91.81	4.57
"8"	"BOOT-LAKE-2827.19"	"BOOT-LAKE"	"Freshwater"	"Alaska"	"North"	-1.97742631111643	0.0439042436401306	-0.0920131562268127	-0.0723053565044392	-0.063721673044439	-6.46594456739318e-16	7.29053652135206e-16	-4.80767367297694e-17	-4.67074194455266e-16	2.74429463190052e-16	-7.32243042242398e-17	-2.42861286636753e-17	-2.42861286636753e-17	1.38777878078145e-17	5.55111512312578e-17	-6.93889390390723e-17	-1.38777878078145e-17	-5.55111512312578e-17	2.42861286636753e-17	6.93889390390723e-18	91.81	4.57
"9"	"BOOT-LAKE-2827.25"	"BOOT-LAKE"	"Freshwater"	"Alaska"	"North"	-7.63463256886881	-0.324502407655005	-0.00452020779497153	-0.153939134633565	-0.123054383516558	-1.57762009618509e-15	2.55359633054838e-15	-1.48227938053778e-16	-1.52122373488153e-15	9.45862071026271e-16	-1.89193279098721e-17	1.14491749414469e-16	-2.0122792321331e-16	-8.32667268468867e-17	5.55111512312578e-17	-1.66533453693773e-16	-5.55111512312578e-17	-2.22044604925031e-16	1.38777878078145e-16	-1.66533453693773e-16	91.81	4.57
"10"	"BOS-NER-GA-10"	"BOS-NER-GA"	"Freshwater"	"Adriatic_Sea"	"South"	-1.00389141793774	-0.459859245004557	0.262984552565069	0.608708559033529	0.0360818399333439	-0.981020648157979	-0.235855902716621	-0.0766147865555931	-0.233787923284007	-0.095278085779243	-0.39424549555227	-0.00246019063942769	0.302782692490348	0.182472125682302	0.71150858194261	0.710242959229368	-0.255022784513988	-0.00873273207639799	0.132279526389486	0.157493830546486	91.81	4.57
"11"	"BOS-NER-GA-13"	"BOS-NER-GA"	"Freshwater"	"Adriatic_Sea"	"South"	-0.523521107989652	-3.65386758967015	-1.06264029678904	0.915612183781327	0.0275365049698863	-0.175074450084342	-0.742773522465792	-0.250444675088556	0.352976595451332	0.0645023775463608	-0.0988606526397741	-0.0014935555334638	0.0764075044932615	0.0936880054159572	0.0357543776960969	0.627739543220938	0.486600774716807	0.14848695686564	-0.220862868823165	-0.257026124233117	91.81	4.57
